Entity,Code,Year,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate)
Sudan,SDN,1992,17.96,82.76,40.81,586.06,4.27,196.86,17.49
Sudan,SDN,1993,17.3,82.33,40.42,586.55,4.24,195.28,17.34
Sudan,SDN,1994,16.79,82.08,40.2,588.43,4.24,194.36,17.27
Sudan,SDN,1995,16.22,81.8,39.99,590.95,4.24,193.4,17.15
Sudan,SDN,1996,15.61,81.49,39.63,593.76,4.25,192.29,17.03
Sudan,SDN,1997,14.98,81.11,39.15,596.13,4.28,191,16.86
Sudan,SDN,1998,14.35,80.71,38.69,598.32,4.3,189.76,16.73
Sudan,SDN,1999,13.69,80.23,38.17,599.96,4.29,188.36,16.53
Sudan,SDN,2000,13.46,80.37,38.01,606.47,4.4,188.54,16.45
Sudan,SDN,2001,13.25,80.98,38.17,614.3,4.49,189.71,16.51
Sudan,SDN,2002,12.99,81.85,38.51,624.58,4.51,191.33,16.69
Sudan,SDN,2003,12.47,82.26,38.53,630.91,4.45,192.19,16.68
Sudan,SDN,2004,12.13,82.81,38.61,637.32,4.65,192.92,16.79
Sudan,SDN,2005,13.02,83.46,38.93,643.01,5.33,193.13,16.82
Sudan,SDN,2006,13.1,83.74,38.93,646.87,5.65,192.8,16.8
Sudan,SDN,2007,12.83,83.92,38.82,649.18,5.79,192.44,16.83
Sudan,SDN,2008,12.44,84.27,38.8,653.02,5.83,192.18,16.97
Sudan,SDN,2009,12,84.67,38.93,656.46,5.82,192.28,17.18
Sudan,SDN,2010,11.22,85,39.04,660.03,5.62,192.3,17.37
Sudan,SDN,2011,10.71,85.26,39.19,663.73,5.5,192.41,17.48
Sudan,SDN,2012,10.59,85.55,39.43,666.4,5.57,192.63,17.59
Sudan,SDN,2013,10.22,86.04,39.72,671.02,5.54,193.16,17.73
Sudan,SDN,2014,10.66,86.79,40.3,676.4,5.89,193.94,17.86
Sudan,SDN,2015,10.21,87.24,40.49,682.29,5.87,193.68,17.82
Sudan,SDN,2016,9.68,87.47,40.58,685.5,5.85,193.42,17.76
Sudan,SDN,2017,9.13,87.86,40.83,691.14,5.77,193.24,17.7
Sudan,SDN,2018,8.81,88.51,41.4,699.2,5.73,193.54,17.77
Sudan,SDN,2019,8.42,89,41.9,705.64,5.58,193.87,17.73
Suriname,SUR,1990,9.29,113.22,76.42,901.67,5.87,261.21,24.89
Suriname,SUR,1991,9.13,116.62,79.43,924.42,5.71,270.11,26.25
Suriname,SUR,1992,8.8,118.76,81.76,923.08,6,277.42,28.07
Suriname,SUR,1993,8.43,122.48,85.23,937.82,5.68,291.34,29.59
Suriname,SUR,1994,8.27,115.36,81.08,871.6,5.11,278.1,28.47
Suriname,SUR,1995,8.04,102.4,72.5,775.05,5.16,244.26,25.74
Suriname,SUR,1996,7.86,99.69,70.94,761.08,5.47,237.21,24.39
Suriname,SUR,1997,7.8,100.2,71.82,765.05,5.7,238.86,24.36
Suriname,SUR,1998,7.87,105.75,76.21,806.98,5.67,251.59,25.87
Suriname,SUR,1999,8.05,111.69,80.93,843.92,5.83,266.76,27.84
Suriname,SUR,2000,7.57,114.35,82.42,888.7,5.02,270.01,26.85
Suriname,SUR,2001,7.48,117.59,84.53,932.24,4.82,272.19,26.89
Suriname,SUR,2002,7.88,121.14,87.59,951.47,5.42,282.66,27.97
Suriname,SUR,2003,8.12,121.16,88.44,944.25,5.78,283.11,28.67
Suriname,SUR,2004,8.28,120.44,88.58,945.77,6.22,277.5,28.34
Suriname,SUR,2005,8.35,118.03,87.88,937.67,6.23,264.97,28.46
Suriname,SUR,2006,8.39,116.03,87.99,923.87,6.28,255.9,29.15
Suriname,SUR,2007,8.33,114.93,89.06,917.85,6.11,248.29,30.24
Suriname,SUR,2008,8.18,115.47,91.44,927.54,6.04,246.67,31.01
Suriname,SUR,2009,8.06,115.1,93.17,920.8,6.08,248.64,30.81
Suriname,SUR,2010,7.86,114.58,94.66,911.52,5.89,249.36,30.83
Suriname,SUR,2011,7.62,113.33,95.53,902.82,5.5,245.75,30.78
Suriname,SUR,2012,7.33,112.88,97.34,908.34,5.64,243.85,30.23
Suriname,SUR,2013,7.26,116.68,102.87,946.69,5.72,252.86,30.34
Suriname,SUR,2014,7.06,119.62,107.87,974.4,5.68,260.38,30.56
Suriname,SUR,2015,6.96,121.75,112.38,984.69,5.8,264.82,32.31
Suriname,SUR,2016,6.86,122.56,115.75,989.36,5.9,266.85,33.09
Suriname,SUR,2017,6.74,123.27,119.2,994.98,5.76,270.58,33.27
Suriname,SUR,2018,6.68,123.3,122.02,993.73,5.73,272.42,33.51
Suriname,SUR,2019,6.67,122.81,124.25,988.04,5.72,272.12,33.79
Sweden,SWE,1990,5.28,143.65,252.33,1276.44,4.01,367.91,29.03
Sweden,SWE,1991,5.22,143.93,253.67,1279.09,3.81,367.75,28.94
Sweden,SWE,1992,4.92,143.33,253.82,1286.84,3.85,360.5,28.41
Sweden,SWE,1993,4.66,142.99,254.52,1299.91,3.93,350.7,27.95
Sweden,SWE,1994,4.48,140.33,250.99,1286.16,3.5,336.76,27.28
Sweden,SWE,1995,4.27,140.77,253.82,1302.78,3.34,333.13,26.7
Sweden,SWE,1996,4.24,140.65,255.93,1320.55,3.39,326.76,25.67
Sweden,SWE,1997,4.19,140.41,257.75,1336.19,3.52,320.28,25.2
Sweden,SWE,1998,4.09,140.3,259.69,1348.92,3.71,315.25,24.99
Sweden,SWE,1999,3.98,140,261.26,1362.09,3.7,310.95,24.88
Sweden,SWE,2000,4,138.84,261.04,1362.93,3.45,307.39,24.28
Sweden,SWE,2001,4.21,137.99,261.16,1365.44,3.16,306.62,23.56
Sweden,SWE,2002,4.15,136.86,260.36,1362.32,2.9,305.81,22.97
Sweden,SWE,2003,4.18,136.03,259.63,1358.88,3.2,306.03,22.96
Sweden,SWE,2004,4.19,135.64,259.65,1353.11,3.68,310.75,22.83
Sweden,SWE,2005,3.96,133.86,258.29,1348.94,3.4,310.61,21.55
Sweden,SWE,2006,4.03,133.06,258.55,1353.07,3.16,309.87,21.22
Sweden,SWE,2007,3.82,131.54,257.28,1346.35,2.94,308.23,21.1
Sweden,SWE,2008,3.72,129.99,255.56,1332.75,2.97,307.51,20.82
Sweden,SWE,2009,3.79,129.11,255.17,1327.6,3.08,306.88,20.46
Sweden,SWE,2010,3.65,127.97,254.77,1325.89,2.85,305.98,19.9
Sweden,SWE,2011,3.36,127.3,255.02,1323.81,2.83,305.01,19.97
Sweden,SWE,2012,3.49,126.16,254.54,1313.5,2.79,300.71,19.97
Sweden,SWE,2013,3.43,124.96,253.8,1291.93,2.62,298.06,19.79
Sweden,SWE,2014,3.14,123.78,253.61,1276.48,2.57,291.27,19.44
Sweden,SWE,2015,3.12,122.9,254.21,1271.16,2.69,282.36,18.89
Sweden,SWE,2016,3.09,122.31,255.21,1268.18,2.71,273.58,18.74
Sweden,SWE,2017,2.92,122.16,257.58,1273.21,2.58,267.21,18.49
Sweden,SWE,2018,2.82,121.72,258.58,1265.75,2.5,264.21,18.28
Sweden,SWE,2019,2.78,120.89,259.04,1258.14,2.55,261.58,18.04
Switzerland,CHE,1990,5.21,148.87,224.88,1290.81,3.77,381.2,30.27
Switzerland,CHE,1991,5.15,146.98,223.09,1264.21,3.89,376.85,30.89
Switzerland,CHE,1992,5.09,143.57,219.24,1233.14,3.88,366.2,30.81
Switzerland,CHE,1993,4.85,140.31,216,1208.49,3.91,354.46,30.59
Switzerland,CHE,1994,4.72,137.06,212.68,1180.83,3.9,343.52,30.52
Switzerland,CHE,1995,4.58,141.69,222.9,1249.46,3.67,352.52,29.02
Switzerland,CHE,1996,4.53,140.08,222.92,1258.1,3.49,342.04,27.96
Switzerland,CHE,1997,4.54,139.61,224.11,1260.86,3.34,339.22,27.65
Switzerland,CHE,1998,4.46,139.01,225.08,1262.98,3.31,335.61,27.16
Switzerland,CHE,1999,4.42,137.41,224.46,1254.46,3.29,331.41,26.33
Switzerland,CHE,2000,4.47,135.83,223.59,1231.99,3.22,331.31,26
Switzerland,CHE,2001,4.46,134.32,223.33,1225.79,2.96,326.12,26.15
Switzerland,CHE,2002,4.24,133.28,223.92,1228.41,2.84,320.41,26.03
Switzerland,CHE,2003,4.04,132.5,224.9,1229.29,2.93,319.4,25.31
Switzerland,CHE,2004,3.93,130.25,223.18,1212.02,3.04,313.7,25.22
Switzerland,CHE,2005,3.74,128.36,222.46,1202.84,3.02,308.09,25.14
Switzerland,CHE,2006,3.6,126.87,222.29,1195.68,2.94,306.06,24.16
Switzerland,CHE,2007,3.35,126,223.18,1192.32,2.74,307.21,23.28
Switzerland,CHE,2008,3.21,124.67,223.48,1191.96,2.66,302.75,22.97
Switzerland,CHE,2009,3.16,124.16,225.16,1200.57,2.64,299.02,22.81
Switzerland,CHE,2010,2.99,122.93,225.61,1199.51,2.48,294.82,22.62
Switzerland,CHE,2011,2.92,121.42,225.46,1191.36,2.53,290.26,22.12
Switzerland,CHE,2012,2.83,120.89,227.33,1196.3,2.36,286.62,21.26
Switzerland,CHE,2013,2.83,119.89,228.27,1197.87,2.24,279.78,20.49
Switzerland,CHE,2014,2.83,118.52,228.78,1199.12,2.23,271.18,19.5
Switzerland,CHE,2015,2.84,117.18,229.34,1201.61,2.36,262.47,18.69
Switzerland,CHE,2016,2.7,115.81,229.11,1188,2.24,257.04,18.51
Switzerland,CHE,2017,2.64,114.5,228.77,1169.54,2.17,254.42,18.39
Switzerland,CHE,2018,2.56,113.37,229.26,1162.06,2.23,249.51,18.33
Switzerland,CHE,2019,2.5,112.71,230.74,1158.35,2.26,247.72,18.39
Syria,SYR,1990,8.69,79.59,35.93,577.96,7.82,179.47,19.6
Syria,SYR,1991,8.55,81.06,36.19,585.57,7.9,184.21,19.6
Syria,SYR,1992,8.32,83.99,37.1,601.05,8.01,192.53,20.08
Syria,SYR,1993,8.2,82.48,36.11,591.32,7.98,188.19,19.22
Syria,SYR,1994,8.06,83.28,36.24,597.18,8.31,190.14,18.83
Syria,SYR,1995,7.88,84.33,36.55,604.71,8.69,192.22,18.65
Syria,SYR,1996,7.66,84.7,36.66,604.7,8.65,192.47,18.7
Syria,SYR,1997,7.42,85.15,36.93,607.74,8.75,193.62,18.65
Syria,SYR,1998,7.1,86.94,37.7,620.51,8.9,198.44,18.68
Syria,SYR,1999,6.76,85.91,37.33,613.61,8.44,194.63,18.6
Syria,SYR,2000,6.39,83.89,36.67,602.06,7.83,186.71,18.44
Syria,SYR,2001,5.99,80.79,35.41,581.02,7.46,176.11,17.44
Syria,SYR,2002,5.44,80.06,34.95,574.67,6.99,173,16.76
Syria,SYR,2003,4.38,76.37,33.21,544.19,5.7,164.71,15.99
Syria,SYR,2004,4,75.08,32.63,533.31,5.05,160.39,15.89
Syria,SYR,2005,4.03,73.98,31.84,530.35,5.17,157.02,15.16
Syria,SYR,2006,4.14,73.55,31.45,533.14,5.21,155.44,14.57
Syria,SYR,2007,4.07,73.89,31.92,542.25,5,155.14,14.43
Syria,SYR,2008,4.72,76.16,33.62,561.75,5.1,159.86,14.89
Syria,SYR,2009,4.73,76.46,34.48,568.89,5.2,159.49,15.07
Syria,SYR,2010,4.84,78.05,36.45,585.77,5.49,161.11,15.65
Syria,SYR,2011,5.36,78.37,39.13,591.29,5.71,161.14,16.27
Syria,SYR,2012,5.7,78.22,43,588.27,5.67,161.94,17.22
Syria,SYR,2013,5.81,78.28,47.28,590.12,5.7,162.38,18.13
Syria,SYR,2014,5.93,78.26,50.69,589.15,5.76,162.46,18.79
Syria,SYR,2015,5.8,77.74,53.01,580.79,5.75,162.54,19.27
Syria,SYR,2016,5.59,77.69,55.75,581.92,5.73,163.38,19.54
Syria,SYR,2017,5.2,77.44,58.15,582.81,5.65,163.84,19.56
Syria,SYR,2018,4.91,77.12,59.57,581.89,5.59,163.99,19.28
Syria,SYR,2019,4.6,76.78,60.62,579.51,5.5,164.06,18.93
Taiwan,TWN,1990,6.56,130.6,101.15,928.15,5.03,346.27,31.34
Taiwan,TWN,1991,6.32,132.38,104.79,951.8,4.85,350.05,31.48
Taiwan,TWN,1992,6.15,135.51,109.5,984.04,4.85,357.25,32.16
Taiwan,TWN,1993,5.84,137.89,113.76,1005.03,4.88,362.99,33.34
Taiwan,TWN,1994,5.72,141.38,119.39,1035.94,4.79,373.2,34.44
Taiwan,TWN,1995,6.15,145.8,125.55,1083.5,4.85,383.37,35.54
Taiwan,TWN,1996,6.21,150.77,132.34,1129.63,4.76,394.76,37.2
Taiwan,TWN,1997,6.24,150.61,134.76,1138.72,4.61,388,37.65
Taiwan,TWN,1998,5.92,152.41,139.4,1161.29,4.39,386.31,38.5
Taiwan,TWN,1999,5.49,150.52,141.32,1158.17,4.12,372.31,38.53
Taiwan,TWN,2000,5.52,151.61,146.07,1174.96,4,366.51,39.75
Taiwan,TWN,2001,5.46,149.26,147.62,1168.21,3.82,352.34,39.45
Taiwan,TWN,2002,5.27,140.29,142.46,1114.95,3.68,324.92,36.8
Taiwan,TWN,2003,4.94,147.44,153.95,1185.15,3.8,335.6,39.41
Taiwan,TWN,2004,5.13,151.5,163.29,1230.51,3.86,339.22,41.44
Taiwan,TWN,2005,5.02,154.88,171.96,1269.04,3.87,342.16,43.14
Taiwan,TWN,2006,4.8,153.19,175.15,1267.3,3.75,336.55,43.16
Taiwan,TWN,2007,4.8,153.17,180.08,1283.49,3.64,333.05,43.21
Taiwan,TWN,2008,4.8,153.44,185.49,1299.73,3.71,330.35,43.6
Taiwan,TWN,2009,4.52,150.9,188.46,1287.33,3.82,324.79,42.9
Taiwan,TWN,2010,4.32,150.2,193.45,1288.61,3.81,321.87,43.06
Taiwan,TWN,2011,4.54,154.11,204.05,1326.13,4,330.64,44.69
Taiwan,TWN,2012,4.45,152.04,206.7,1317.88,4.11,326.36,44.13
Taiwan,TWN,2013,4.06,149.04,208.38,1301.53,4.18,323.39,42.68
Taiwan,TWN,2014,3.87,150.46,217,1324.31,3.98,331.32,42.97
Taiwan,TWN,2015,3.93,146.41,217.12,1310.92,3.52,326.11,41.39
Taiwan,TWN,2016,3.78,148.19,225.71,1338.12,3.35,336.18,41.69
Taiwan,TWN,2017,3.73,147.06,229.83,1326.3,3.38,338.31,41.69
Taiwan,TWN,2018,3.7,146.43,234.82,1306.76,3.55,342.07,42.26
Taiwan,TWN,2019,3.67,145.85,241.12,1292.64,3.51,343.9,42.46
Tajikistan,TJK,1990,9.84,120.45,67.53,669.36,7.54,349.38,29.93
Tajikistan,TJK,1991,9.2,119.74,66.82,658.01,7.29,349.6,29.97
Tajikistan,TJK,1992,8.26,120.35,66.58,664.68,7.19,349.17,31.89
Tajikistan,TJK,1993,7.69,116.57,64.3,677.81,7.97,325.6,33.1
Tajikistan,TJK,1994,7.96,118.29,64.91,691.22,8.92,329.73,35.77
Tajikistan,TJK,1995,7.57,110.9,60.37,623.39,8.93,318.95,34.42
Tajikistan,TJK,1996,7.15,104.73,56.89,592.04,8.65,306.14,33.23
Tajikistan,TJK,1997,6.96,101.83,54.71,610.87,8.48,291.64,31.4
Tajikistan,TJK,1998,6.78,101.18,53.55,641.42,8.3,284.36,29.68
Tajikistan,TJK,1999,6.71,100.72,52.51,649.51,7.96,281.66,28.4
Tajikistan,TJK,2000,6.49,101.17,51.95,664.82,7.73,279.53,27.54
Tajikistan,TJK,2001,6.4,102.39,52.03,682.84,7.63,279.42,26.52
Tajikistan,TJK,2002,6.39,104.06,52.09,707.24,7.5,281.94,25.55
Tajikistan,TJK,2003,6.33,105.15,52.07,724.11,7.26,278.28,24.83
Tajikistan,TJK,2004,6.42,107.71,52.88,756.69,6.97,276.46,25.09
Tajikistan,TJK,2005,6.24,110.68,54.11,784.3,6.78,278.47,25.59
Tajikistan,TJK,2006,6.13,110.64,54.26,792.4,6.59,274.38,25.53
Tajikistan,TJK,2007,6.04,111.68,54.72,808.58,6.4,268.93,25.66
Tajikistan,TJK,2008,5.93,111.99,54.82,823.34,6.27,260.09,25.76
Tajikistan,TJK,2009,5.77,111.42,54.42,827.29,6.09,247.88,25.77
Tajikistan,TJK,2010,5.61,113.26,54.98,862.4,5.8,239.61,25.65
Tajikistan,TJK,2011,5.52,114.25,55.39,882.01,5.71,233.37,25.7
Tajikistan,TJK,2012,5.37,114.1,55.07,896.8,5.45,227.16,25.58
Tajikistan,TJK,2013,5.15,112.44,54.24,900.91,5.01,220.59,25.35
Tajikistan,TJK,2014,4.97,113.85,54.55,934.08,4.94,220.28,25.38
Tajikistan,TJK,2015,4.8,115.48,55.1,970.26,5.09,221.16,25.44
Tajikistan,TJK,2016,4.55,117.76,56.15,1008.97,5.23,224.3,25.88
Tajikistan,TJK,2017,4.54,117.39,56.66,998.32,5.2,228.41,26.09
Tajikistan,TJK,2018,4.47,113.54,56.25,938.97,5.11,228.59,26.3
Tajikistan,TJK,2019,4.41,111.58,56.55,902.37,5.14,230.28,26.54
Tanzania,TZA,1990,30.17,121.55,55.27,852.6,4.03,301.26,21.53
Tanzania,TZA,1991,29.07,120.69,54.69,850.55,3.95,298.93,21.34
Tanzania,TZA,1992,28.17,120.19,54.24,851.97,3.87,297.7,21.11
Tanzania,TZA,1993,27.37,119.94,53.95,854.59,3.86,298.04,21.06
Tanzania,TZA,1994,26.35,119.41,53.45,854.21,3.8,297.3,20.86
Tanzania,TZA,1995,25.18,118.51,52.75,850.83,3.73,295.45,20.62
Tanzania,TZA,1996,24.46,118.26,52.4,854.17,3.64,294.6,20.48
Tanzania,TZA,1997,23.92,118.58,52.35,859.94,3.61,294.95,20.51
Tanzania,TZA,1998,23.42,119.57,52.64,868.61,3.65,298.08,20.84
Tanzania,TZA,1999,22.94,119.25,52.23,871.73,3.56,297.95,20.69
Tanzania,TZA,2000,22.06,117.83,51.27,870.21,3.44,294.31,20.3
Tanzania,TZA,2001,22.02,115.16,50.18,851.4,3.45,286.69,19.68
Tanzania,TZA,2002,22.83,114.76,50.16,850.4,3.62,284.12,19.49
Tanzania,TZA,2003,24.23,115.52,50.87,848.07,3.9,285.59,19.87
Tanzania,TZA,2004,24.74,116.03,51.21,848.45,4.01,286.6,20.09
Tanzania,TZA,2005,24.56,116.35,51.33,848.93,4.05,286.87,20.28
Tanzania,TZA,2006,25.54,116.63,51.67,850.37,4.18,287.46,20.38
Tanzania,TZA,2007,25.83,117.12,52.05,851.47,4.29,289.23,20.63
Tanzania,TZA,2008,24.98,117.34,52.07,853.72,4.28,288.96,20.78
Tanzania,TZA,2009,26.01,117.59,52.39,854.26,4.45,287.77,20.91
Tanzania,TZA,2010,25.86,117.84,52.44,860.63,4.47,285.11,20.99
Tanzania,TZA,2011,25.87,118.31,52.77,866.77,4.48,285.17,21.18
Tanzania,TZA,2012,26.66,119.34,53.48,874.97,4.59,287.12,21.46
Tanzania,TZA,2013,26.48,119.97,53.89,881.92,4.64,287.63,21.83
Tanzania,TZA,2014,23.97,119.13,53.3,879.24,4.34,284.48,21.94
Tanzania,TZA,2015,25.18,118.94,53.55,880.45,4.56,280.8,22.04
Tanzania,TZA,2016,24.64,119.08,53.84,883.42,4.62,280.72,22.22
Tanzania,TZA,2017,23.75,120.1,54.46,893.71,4.67,282.34,22.54
Tanzania,TZA,2018,22.73,121.18,55.06,906.55,4.66,284.25,22.82
Tanzania,TZA,2019,21.63,121.65,55.37,915.32,4.57,285.22,22.96
Thailand,THA,1990,5.56,135.96,85.83,925.06,6.13,348.87,32.36
Thailand,THA,1991,5.44,138.56,89.59,945.92,5.95,356.48,33.66
Thailand,THA,1992,5.33,139.81,92.45,960.08,5.79,360.15,34.57
Thailand,THA,1993,5.26,140.43,95.22,962.35,5.82,362.32,36.15
Thailand,THA,1994,5.09,141.51,98.45,968.28,5.84,364.74,38.24
Thailand,THA,1995,4.97,142.78,101.89,973.69,5.82,366.43,40.78
Thailand,THA,1996,5.05,144.97,106.1,981.88,5.85,371.85,43.17
Thailand,THA,1997,5.15,137.52,102.63,944.11,5.75,348.35,41.05
Thailand,THA,1998,5.4,140.6,107.18,973.74,5.5,354.01,41.98
Thailand,THA,1999,5.62,147.05,115.08,1012.44,5.55,369.89,45.35
Thailand,THA,2000,5.84,144.37,115.84,993.37,5.65,360.25,45.96
Thailand,THA,2001,5.79,134.62,110.97,929.02,5.84,328.56,44.71
Thailand,THA,2002,5.78,134.27,113.86,927.66,5.81,323.65,46.09
Thailand,THA,2003,5.83,132.81,115.92,919.65,5.52,316.98,46.87
Thailand,THA,2004,5.67,131.77,117.69,930.92,5.22,316.42,43.9
Thailand,THA,2005,5.5,130.34,119.45,936.42,4.9,312.41,42
Thailand,THA,2006,5.27,128.23,119.85,931.38,4.71,305.25,40.99
Thailand,THA,2007,4.99,126.38,119.19,929.28,4.55,297.8,39.66
Thailand,THA,2008,4.91,124.92,121.2,928.87,4.38,291.96,38.88
Thailand,THA,2009,4.88,123.24,125.61,923.49,4.26,286.1,39
Thailand,THA,2010,4.6,123.55,131.2,932.35,4.13,285.93,39.54
Thailand,THA,2011,4.38,121.76,133.68,926.18,4.01,282.54,39.16
Thailand,THA,2012,4.36,119.23,135.4,912.15,3.97,277.96,38.75
Thailand,THA,2013,4.18,116.16,136.31,898.74,3.92,271.06,37.65
Thailand,THA,2014,4.2,114.84,139.29,893.78,3.99,268.33,37.59
Thailand,THA,2015,4.22,114.05,142.77,893.93,4.02,267.09,37.1
Thailand,THA,2016,4.36,114.97,148.71,902.05,4.1,270.99,37.49
Thailand,THA,2017,4.02,114.99,153.67,905.71,4.01,271.58,37.63
Thailand,THA,2018,3.85,115.5,159.31,914.51,4.02,272.22,37.97
Thailand,THA,2019,3.68,115.72,164.8,917.36,4,273.68,38.33
Timor,TLS,1990,14.75,93.05,37.57,629.8,5.45,231.92,19.81
Timor,TLS,1991,14.16,92.13,37.23,626.79,5.62,231.03,19.43
Timor,TLS,1992,14.01,92.75,37.87,629.33,5.79,234.63,19.87
Timor,TLS,1993,13.66,93.18,38.4,631.97,5.89,237.35,20.03
Timor,TLS,1994,12.92,92.51,38.35,629.81,5.8,236.56,19.55
Timor,TLS,1995,11.98,91.57,38.66,625.27,5.66,228.66,19.22
Timor,TLS,1996,11.03,90.18,38.6,617.99,5.49,224.99,18.8
Timor,TLS,1997,10.14,88.29,38.16,611.29,5.26,220.1,17.88
Timor,TLS,1998,9.9,89.4,39.28,620.2,5.28,224.91,18.15
Timor,TLS,1999,9.48,88.88,39.64,618.26,5.15,227.36,18.21
Timor,TLS,2000,8.84,87.97,40.53,610.01,5.02,221.55,17.96
Timor,TLS,2001,8.39,86.98,40.85,605,4.95,218.41,17.58
Timor,TLS,2002,8.02,86.26,41.16,604.18,4.91,215.84,16.89
Timor,TLS,2003,7.86,86.58,42.25,604.46,5,216.03,17.19
Timor,TLS,2004,7.57,85.55,41.98,609.07,4.9,211.99,15.36
Timor,TLS,2005,7.48,85.9,43.47,620.2,5.04,218,15.36
Timor,TLS,2006,6.88,85.99,44.08,636.14,4.74,217.13,14.52
Timor,TLS,2007,6.99,87.23,45.61,652.17,4.8,219.91,14.51
Timor,TLS,2008,6.45,87.67,46.24,671.36,4.55,218.94,13.66
Timor,TLS,2009,6.3,90.55,48.57,693.22,4.57,225.65,14.62
Timor,TLS,2010,6.18,91.83,50.7,704.66,4.56,238.25,14.7
Timor,TLS,2011,6.32,95.87,54.02,729.07,4.69,252.44,16.46
Timor,TLS,2012,6.77,98.72,56.41,748.08,4.88,261.52,17.53
Timor,TLS,2013,6.62,100.51,57.78,761.52,4.85,266.01,17.93
Timor,TLS,2014,6.47,101.54,58.6,764.15,4.84,266.64,18.38
Timor,TLS,2015,6.36,101.99,60.1,747.95,4.81,268.42,18.69
Timor,TLS,2016,6.49,102.34,60.81,745.2,4.87,268.14,18.9
Timor,TLS,2017,6.09,102.75,61.27,747.86,4.76,268.04,18.89
Timor,TLS,2018,5.84,103.18,61.64,754.49,4.69,268.82,18.93
Timor,TLS,2019,5.67,103.44,61.76,765.33,4.63,270.56,18.91
Togo,TGO,1990,8.52,103.53,36.74,764.66,3.56,248.69,18.37
Togo,TGO,1991,8.58,103.71,36.83,766.04,3.57,248.97,18.56
Togo,TGO,1992,8.61,103.73,36.88,768.26,3.57,249.03,18.45
Togo,TGO,1993,8.62,103.63,36.92,768.43,3.55,248.87,18.33
Togo,TGO,1994,8.56,103.75,37.1,768.75,3.53,248.5,18.38
Togo,TGO,1995,8.42,103.78,37.25,769.26,3.48,247.75,18.41
Togo,TGO,1996,8.22,104.18,37.46,773.98,3.47,247.57,18.45
Togo,TGO,1997,7.97,104.65,37.8,778.3,3.46,250.2,18.71
Togo,TGO,1998,7.74,104.67,37.97,779.33,3.46,252.87,18.99
Togo,TGO,1999,7.52,103.64,37.76,774.7,3.41,248.34,18.67
Togo,TGO,2000,7.26,103.82,37.97,782.42,3.41,245.1,18.53
Togo,TGO,2001,6.95,104.25,38.21,786.62,3.4,245.58,18.45
Togo,TGO,2002,7.11,105.22,38.72,796.62,3.68,244.26,18.38
Togo,TGO,2003,6.83,106.03,39.24,796.26,3.68,245.43,18.6
Togo,TGO,2004,6.51,105.51,39.17,803.8,3.6,243.47,18.36
Togo,TGO,2005,6.25,105.5,39.41,811.11,3.57,243.94,18.35
Togo,TGO,2006,6.09,105.8,39.65,820.66,3.54,242.89,18.36
Togo,TGO,2007,5.84,106.06,40.22,817.32,3.46,245.14,18.78
Togo,TGO,2008,5.82,107.62,41.19,831.52,3.51,247.23,19.3
Togo,TGO,2009,5.89,108.59,42.12,832.82,3.61,250.56,19.74
Togo,TGO,2010,5.77,108.94,42.72,832.16,3.54,251.56,19.95
Togo,TGO,2011,5.75,108.7,43.08,831.23,3.57,250.15,20.06
Togo,TGO,2012,5.55,107.7,43.13,826.46,3.51,245.27,19.99
Togo,TGO,2013,5.32,106.69,43.13,822.38,3.47,239.92,19.79
Togo,TGO,2014,5.37,106.64,43.88,814.33,3.52,241.1,19.97
Togo,TGO,2015,5.3,107.15,44.67,821.54,3.53,240.81,19.99
Togo,TGO,2016,5.25,107.83,45.87,816.67,3.59,244.28,20.43
Togo,TGO,2017,5.14,108.8,47.11,823.15,3.63,247.83,20.79
Togo,TGO,2018,4.91,108.42,47.62,825.65,3.53,247.75,20.73
Togo,TGO,2019,4.87,108.29,48.38,828.82,3.52,245.82,20.67
Tokelau,TKL,1990,5.42,129.04,101.32,906.97,3.22,328.58,33.56
Tokelau,TKL,1991,5.4,129.07,102.84,918.59,3.17,337.33,34.11
Tokelau,TKL,1992,5.41,128.98,103.68,932.32,3.12,342.26,34.7
Tokelau,TKL,1993,5.36,128.65,103.69,938.86,3.07,339.72,34.5
Tokelau,TKL,1994,5.29,128.19,103.17,937.09,3.06,330.89,33.96
Tokelau,TKL,1995,5.17,127.96,102.69,929.79,3.07,319.77,33.74
Tokelau,TKL,1996,5.03,127.76,102.22,921.33,3.1,309.16,34.39
Tokelau,TKL,1997,4.93,127.54,101.35,918.92,3.12,302.11,35.4
Tokelau,TKL,1998,4.88,127.25,100.22,922.8,3.13,298.91,36.15
Tokelau,TKL,1999,5.73,127.17,99.62,934.67,3.34,298.98,36.56
Tokelau,TKL,2000,5.88,127.34,100,955.67,3.31,300.31,36.48
Tokelau,TKL,2001,5.91,127.56,102.05,981.71,3.22,296.45,35.11
Tokelau,TKL,2002,5.84,127.38,105.33,1005.61,3.13,292.57,33.79
